primary_accession	country	geo_loc	collection_year	host 	pubmed	comment
AB110668	Brazil	Piraju	1989	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB110669	Brazil	Corumbaiba	1999	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247395	Brazil	Montes Altos	1998	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247406	Brazil	Xinguara	2002	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247407	Brazil	Santa Fe do Araguaia	2001	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247380	Brazil	Piraque	2000	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247381	Brazil	Goiânia	2000	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247382	Brazil	Araguaina	2000	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247383	Brazil	Mundo Novo	2000	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247384	Brazil	Monte Alegre de Goias	2000	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247385	Brazil	Araguaina	2001	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247430	Brazil	Patos	2002	Fox	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247431	Brazil	Patos	2000	Fox	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247432	Brazil	Patos	2001	Fox	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247433	Brazil	Patos	2002	Fox	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247434	Brazil	Patos	2002	Fox	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247435	Brazil	Patos	2002	Fox	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247436	Brazil	Patos	2002	Fox	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247437	Brazil	Patos	2002	Fox	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247386	Brazil	Patos	2003	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247387	Brazil	Patos	2003	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247388	Brazil	Patos	2003	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247389	Brazil	Patos	-	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247412	Brazil	Rio de Janeiro	1985	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247413	Brazil	Bacabal	-	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247414	Brazil	Miranda do Norte	2003	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247390	Brazil	Presidente Dutra	2004	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247391	Brazil	Itapecuru	2004	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247415	Brazil	Santa Ines	2003	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247439	Brazil	Lago da Pedra	2004	Human	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247448	Brazil	Lago da Pedra	2004	Human	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247392	Brazil	Senador Alexandre Costa	2004	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247416	Brazil	Coroata	2003	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247441	Brazil	Paco do Lumiar	2004	Sheep	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247408	Brazil	Goncarves Dias	2003	Cat	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247417	Brazil	Capinzal do Norte	-	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247418	Brazil	Barra do Corda	2003	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247396	Brazil	Nova Olinda	2000	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247444	Brazil	Imperatriz	2004	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247397	Brazil	Presidente Dutra	2004	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247398	Brazil	Capinzal do Norte	2004	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247399	Brazil	Viana	2004	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247400	Brazil	Pocos de Caldas	2004	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247401	Brazil	Senador Alexandre Costa	2005	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247402	Brazil	Codo	2005	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247445	Brazil	Sao Vicente Ferrer	2005	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247403	Brazil	Fortuna	2005	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247446	Brazil	Viana	2005	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247447	Brazil	Pindare Mirim	2005	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247419	Brazil	Sao Joao Batista	2005	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247451	Brazil	Sao Joao Batista	2005	Pig	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247420	Brazil	Moncao	2005	Dog	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247404	Brazil	Godofredo Viana	2005	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247440	Brazil	Godofredo Viana	2005	Human	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247405	Brazil	Luis Domingues	2005	Cattle	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247450	Brazil	Carutapera	2005	Human	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247379	Brazil	Carutapera	2005	BAT	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247421	Brazil	Lindoia	2000	Desmodus rotundus	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247422	Brazil	Lindoia	2000	Desmodus rotundus	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247423	Brazil	Sao Jos do Barreiro	2001	Desmodus rotundus	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247424	Brazil	Taubate	1995	Desmodus rotundus	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247425	Brazil	Varewca	2002	Desmodus rotundus	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247426	Brazil	Laje de Muriae	1998	Desmodus rotundus	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247427	Brazil	Itaperuna	1997	Desmodus rotundus	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247428	Brazil	Tambau	2003	Desmodus rotundus	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AB247429	Brazil	Guarulhos	2000	Desmodus rotundus	16773238	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY352455	Russia	Altai	-	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462431	Russia	Not stated	2005	Eurasian lynx	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462432	Russia	Bashkiria	2005	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462433	Russia	Bashkiria	2005	cat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462434	Russia	Bashkiria	2005	dog	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462436	Russia	Bashkiria	2005	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY705417	Russia	Belgorod	2002	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY705419	Russia	Belgorod	2002	dog	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY705420	Russia	Belgorod	2002	pig	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462428	Russia	Bryansk	2005	dog	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462429	Russia	Bryansk	2005	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY352457	Russia	Bryansk	-	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY352458	Russia	Chabarovsk	-	raccoon dog	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY352460	Russia	Chita	-	steppe fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462422	Russia	Krasnodar	2005	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462423	Russia	Krasnodar	2005	cattle	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462424	Russia	Krasnodar	2005	dog	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462426	Russia	Krasnodar	2005	dog	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462427	Russia	Krasnodar	2005	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY352461	Russia	Krasnodar	-	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY352462	Russia	Krasnoyarsk	-	human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462437	Russia	Leningrad	1990	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
